position,positionStringShort,name,positionRow,isCaptain,rating,fantasyScore,minutesPlayed,isGoalkeeper,goal,assist,subbedOutTime,yellowCard,redCard,total_shots,accurate_passes_rate(%),chances_created,expected_goals(xG),expected_goals_on_target(xGOT),expected_assists(xA),xG+xA,shot_accuracy(%),blocked_shots,touches,touches_in_opposition_box,passes_into_final_third,long_balls_accuracy(%),dispossessed,xG_Non_penalty,tackles_won_rate(%),clearances,headed_clearance,defensive_actions,recoveries,dribbled_past,duels_won,duels_lost,ground_duels_won_rate(%),aerial_duels_won_rate(%),was_fouled,fouls_commited,dribble_success_rate(%),penalties_won,big_chances_missed,crosses_success_rate(%)
Attacker,ST,Elijah Adebayo,5,FALSE,6.2,2,64,FALSE,0,0,64,0,0,0,70,1,0,0,0.05,0.05,0,0,17,0,1,0,0,0,0,1,1,2,0,0,2,4,0,67,0,0,0,0,0,0
Attacker,ST,Carlton Morris,5,FALSE,8,6 + 2,90,FALSE,1,0,,0,0,4,61,0,1.06,1.02,0.09,1.15,50,0,43,8,5,67,1,0.27,0,2,1,2,3,0,11,5,50,71,0,0,100,0,0,0
Midfielder,LM,Ryan Giles,3,FALSE,6.9,0,90,FALSE,0,0,,0,0,0,42,2,0,0,0.28,0.28,0,0,48,0,4,33,0,0,100,4,2,6,3,1,4,2,60,100,1,0,0,0,0,36
Midfielder,CM,Tahith Chong,3,FALSE,6,2,88,FALSE,0,0,88,0,0,0,86,0,0,0,0.01,0.01,0,0,40,1,3,100,4,0,50,0,0,3,6,1,5,5,50,0,3,0,0,0,0,0
Midfielder,CM,Marvelous Nakamba,3,FALSE,6.6,2,90,FALSE,0,0,,0,0,1,90,1,0.01,0,0.01,0.02,0,1,33,0,2,0,1,0.01,67,0,0,5,7,1,4,5,57,0,1,1,0,0,0,0
Midfielder,CM,Pelly-Ruddock Mpanzu,3,FALSE,5.2,2,88,FALSE,0,0,88,0,0,2,75,0,0.28,0,0,0.28,0,1,23,2,1,0,0,0.28,0,0,0,6,3,0,4,3,40,100,1,3,0,0,1,0
Midfielder,RM,Issa Kabor?,3,FALSE,6.2,1,64,FALSE,0,0,64,1,0,1,81,1,0.02,0,0.26,0.28,0,0,30,2,1,100,0,0.02,100,0,0,4,3,0,1,2,50,0,0,1,0,0,0,33
Defender,CB,Amari'i Bell,1,FALSE,5.9,0,90,FALSE,0,0,,0,0,0,89,0,0,0,0,0,0,0,37,0,3,67,0,0,67,4,2,10,3,0,3,3,60,0,0,0,0,0,0,0
Defender,CB,Tom Lockyer,1,TRUE,6.2,0,90,FALSE,0,0,,0,0,0,68,0,0,0,0,0,0,0,36,0,6,43,0,0,100,6,2,11,5,1,6,3,57,100,2,1,0,0,0,0
Defender,CB,Mads Juel Andersen,1,FALSE,6.4,0,76,FALSE,0,0,76,1,0,0,94,0,0,0,0.01,0.01,0,0,29,0,3,100,0,0,100,6,3,13,3,0,1,5,20,0,0,4,0,0,0,0
Keeper,GK,Thomas Kaminski,0,FALSE,5.8,2 + 1,90,TRUE,0,0,,0,0,0,50,0,0,0,0,0,0,0,48,0,0,44,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Jordan Pickford,0,FALSE,5.9,2,90,TRUE,0,0,,0,0,0,64,1,0,0,0.01,0,0,0,36,0,0,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Nathan Patterson,1,FALSE,6.8,2,90,FALSE,0,0,,0,0,3,56,0,0.31,0,0.01,0.32,0,1,70,0,7,14,0,0.31,50,3,2,7,2,1,3,5,40,33,0,1,0,0,1,0
Defender,CB,Michael Keane,1,FALSE,6.9,2,90,FALSE,0,0,,0,0,2,88,0,0.04,0.11,0.02,0.06,100,0,62,0,12,71,0,0.04,50,3,0,7,6,0,3,4,100,20,0,0,0,0,0,0
Defender,CB,James Tarkowski,1,TRUE,6.5,2,90,FALSE,0,0,,0,0,1,75,0,0.04,0,0.03,0.07,0,0,46,0,9,40,0,0.04,0,3,1,11,3,1,2,5,0,50,0,3,0,0,0,0
Defender,LB,Ashley Young,1,FALSE,6.7,2,90,FALSE,0,0,,0,0,0,71,0,0,0,0.1,0.1,0,0,56,0,7,13,0,0,100,3,2,6,3,0,4,3,40,100,0,2,50,0,0,33
Midfielder,RM,James Garner,3,FALSE,7.2,2,83,FALSE,0,0,83,0,0,0,79,1,0,0,0.01,0.01,0,0,48,0,5,100,0,0,100,0,0,2,6,1,7,2,78,0,3,0,75,0,0,14
Midfielder,CM,Idrissa Gana Gueye,3,FALSE,7.6,2,90,FALSE,0,0,,0,0,2,89,1,0.06,0,0.03,0.09,0,2,72,0,5,100,0,0.06,33,2,0,11,15,1,6,5,67,0,0,2,0,0,0,0
Midfielder,CM,Amadou Onana,3,FALSE,6.8,2,90,FALSE,0,0,,0,0,1,87,3,0.05,0.05,0.38,0.43,100,0,40,0,4,100,0,0.05,0,1,1,5,4,1,3,6,33,33,2,3,0,0,0,0
Midfielder,LM,Alex Iwobi,3,FALSE,7.3,2,90,FALSE,0,0,,0,0,4,86,3,0.32,0.4,0.28,0.6,67,1,48,0,2,67,1,0.32,0,0,0,2,5,0,4,2,67,0,0,0,75,0,0,33
Midfielder,AM,Abdoulaye Doucour?,4,FALSE,6.5,2,90,FALSE,0,0,,0,0,2,85,3,0.56,0.84,0.11,0.67,50,0,37,0,2,0,0,0.56,0,0,0,0,3,0,1,4,0,33,0,0,0,0,1,0
Attacker,ST,Neal Maupay,5,FALSE,6.3,2,72,FALSE,0,0,72,0,0,4,89,1,1.35,1.92,0,1.35,75,0,21,0,1,0,2,1.35,0,1,1,2,4,1,0,5,0,0,0,1,0,0,2,0
Attacker,ST,Raul Jim?nez,5,FALSE,6.8,1,58,FALSE,0,0,58,0,0,1,75,0,0.07,0,0.02,0.09,0,0,22,0,2,100,2,0.07,0,0,0,0,2,0,2,2,33,100,1,0,0,0,0,0
Midfielder,LW,Willian,4,FALSE,6.6,0,45,FALSE,0,0,46,1,0,0,82,1,0,0,0.04,0.04,0,0,34,0,4,50,0,0,0,0,0,2,1,1,2,3,40,0,0,1,50,0,0,0
Midfielder,AM,Harry Wilson,4,FALSE,7.3,3,90,FALSE,0,0,,0,0,1,93,2,0.07,0,0.2,0.27,0,0,40,0,3,100,2,0.07,100,0,0,1,2,0,5,3,71,0,3,0,100,0,0,100
Midfielder,RW,Tom Cairney,4,TRUE,6.1,1,58,FALSE,0,0,58,0,0,1,84,1,0.04,0,0.08,0.12,0,0,48,0,2,50,4,0.04,0,0,0,0,3,1,2,5,17,100,1,0,0,0,0,0
Midfielder,DM,Sasa Lukic,2,FALSE,7.2,3,90,FALSE,0,0,,0,0,1,91,1,0.02,0,0.01,0.03,0,0,73,0,4,60,0,0.02,100,2,0,5,4,0,1,1,50,0,0,1,0,0,0,0
Midfielder,DM,Harrison Reed,2,FALSE,7.2,3,90,FALSE,0,0,,0,0,0,84,1,0,0,0.08,0.08,0,0,47,0,3,100,0,0,0,1,0,4,5,1,4,2,80,0,3,0,0,0,0,0
Defender,LB,Antonee Robinson,1,FALSE,7.5,6,90,FALSE,0,0,,0,0,0,83,0,0,0,0.01,0.01,0,0,81,0,7,75,0,0,0,5,5,8,6,2,8,4,63,75,2,0,0,0,0,0
Defender,CB,Tim Ream,1,FALSE,7.3,6 + 1,90,FALSE,0,0,,0,0,0,90,0,0,0,0,0,0,0,76,0,8,67,0,0,0,5,2,5,6,0,3,2,0,60,0,0,0,0,0,0
Defender,CB,Issa Diop,1,FALSE,7.5,6 + 2,90,FALSE,0,0,,0,0,0,91,0,0,0,0.01,0.01,0,0,92,0,6,67,0,0,0,9,6,11,4,1,3,2,50,67,0,0,0,0,0,0
Defender,RB,Kenny Tete,1,FALSE,7.3,5,90,FALSE,0,0,,1,0,0,81,1,0,0,0.02,0.02,0,0,86,0,3,67,1,0,100,4,3,10,4,1,3,5,38,0,1,2,50,0,0,50
Keeper,GK,Bernd Leno,0,FALSE,8.4,9 + 3,90,TRUE,0,0,,0,0,0,83,0,0,0,0,0,0,0,68,0,0,33,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Wesley Foderingham,0,FALSE,7.7,4,90,TRUE,0,0,,0,0,0,30,0,0,0,0,0,0,0,38,0,0,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Defender,CB,Anel Ahmedhodzic,1,FALSE,6.8,1,90,FALSE,0,0,,1,0,2,62,0,0.06,0,0,0.06,0,1,47,0,5,0,2,0.06,50,8,1,15,5,1,6,6,40,100,1,3,100,0,0,0
Defender,CB,John Egan,1,TRUE,6.7,2,90,FALSE,0,0,,0,0,1,36,0,0.04,0,0.01,0.05,0,0,41,0,7,10,1,0.04,100,11,2,16,5,2,5,7,20,57,0,1,0,0,0,0
Defender,CB,Jack Robinson,1,FALSE,6.3,2,80,FALSE,0,0,80,0,0,0,59,0,0,0,0,0,0,0,33,0,1,0,0,0,0,4,2,7,5,0,0,2,0,0,0,0,0,0,0,0
Midfielder,RM,George Baldock,3,FALSE,6.5,2,90,FALSE,0,0,,0,0,0,63,0,0,0,0.01,0.01,0,0,57,0,5,25,2,0,100,2,0,6,8,1,5,7,50,0,2,2,100,0,0,0
Midfielder,CM,Chris Basham,3,FALSE,6.3,2,80,FALSE,0,0,80,0,0,0,86,0,0,0,0,0,0,0,34,0,3,0,2,0,0,2,2,6,4,1,6,6,33,67,1,0,0,0,0,0
Midfielder,CM,Oliver Norwood,3,FALSE,6.6,2,90,FALSE,0,0,,0,0,2,75,2,0.04,0.05,0.09,0.13,50,0,59,0,11,54,1,0.04,100,1,0,5,4,2,2,7,20,25,0,1,0,0,0,40
Midfielder,CM,Ben Osborn,3,FALSE,6.2,2,87,FALSE,0,0,87,0,0,1,55,0,0.12,0,0.01,0.13,0,1,42,0,3,0,0,0.12,0,1,1,3,5,1,2,2,50,0,0,0,0,0,0,0
Midfielder,LM,Max Lowe,3,FALSE,7.3,2,80,FALSE,0,0,80,0,0,0,65,1,0,0,0.01,0.01,0,0,34,0,3,100,0,0,63,4,1,16,2,2,9,4,69,0,1,2,0,0,0,0
Attacker,ST,B?nie Traor?,5,FALSE,5.7,2,87,FALSE,0,0,87,0,0,0,83,2,0,0,0.08,0.08,0,0,23,0,1,100,1,0,50,0,0,7,7,2,3,17,19,0,1,5,0,0,0,0
Attacker,ST,William Osula,5,FALSE,4.9,1,90,FALSE,0,0,,1,0,2,63,0,0.24,0,0.01,0.25,0,1,26,0,3,0,2,0.24,0,0,0,4,2,0,4,18,33,8,3,3,0,0,0,100
Attacker,ST,Odsonne Edouard,5,FALSE,8.6,6 + 1,90,FALSE,1,0,,0,0,7,77,2,1.01,1.31,0.14,1.15,50,1,40,0,0,0,1,1.01,33,0,0,4,2,0,11,7,73,43,3,1,67,0,1,0
Midfielder,LW,Jeffrey Schlupp,4,FALSE,7.7,3,90,FALSE,0,0,,0,0,2,61,2,0.08,0.07,0.09,0.17,50,0,45,0,6,0,2,0.08,25,0,0,4,7,0,9,3,73,100,1,0,75,0,0,0
Midfielder,AM,Eberechi Eze,4,FALSE,8.1,3,90,FALSE,0,0,,0,0,8,85,7,0.51,0,0.41,0.92,0,6,85,0,5,0,2,0.51,0,0,0,1,4,1,9,7,64,40,5,1,100,0,0,56
Midfielder,RW,Jordan Ayew,4,FALSE,7,6,90,FALSE,0,1,,0,0,2,80,2,0.09,0.02,0.45,0.54,100,1,72,0,2,0,8,0.09,0,0,0,4,4,0,5,11,27,100,2,2,50,0,0,20
Midfielder,DM,Cheick Oumar Doucour?,2,FALSE,7.5,3,90,FALSE,0,0,,0,0,1,83,3,0.01,0.19,0.03,0.04,100,0,59,0,5,0,1,0.01,50,0,0,4,7,0,3,4,40,50,0,2,0,0,0,0
Midfielder,DM,Jefferson Lerma,2,FALSE,8.1,3,90,FALSE,0,0,,0,0,1,79,1,0.02,0,0.02,0.04,0,0,89,0,6,0,3,0.02,100,1,1,7,4,0,18,6,55,92,2,2,100,0,0,0
Defender,LB,Tyrick Mitchell,1,FALSE,7.8,6 + 2,90,FALSE,0,0,,0,0,0,77,0,0,0,0.02,0.02,0,0,99,0,4,20,0,0,50,3,1,5,11,1,6,2,83,50,2,0,100,0,0,0
Defender,CB,Joachim Andersen,1,FALSE,8.4,6 + 3,90,FALSE,0,0,,0,0,2,93,2,0.15,0.33,0.11,0.26,100,0,101,0,10,83,0,0.15,33,6,5,12,6,0,10,3,75,80,1,2,100,0,0,0
Defender,CB,Marc Guehi,1,FALSE,7.7,6,89,FALSE,0,0,90,0,0,1,89,1,0.03,0,0.01,0.04,0,0,95,0,7,73,0,0.03,0,2,1,7,4,0,7,2,100,60,2,0,100,0,0,0
Defender,RB,Joel Ward,1,TRUE,7.4,6,90,FALSE,0,0,,0,0,0,86,0,0,0,0.02,0.02,0,0,85,0,10,25,1,0,50,2,2,5,6,0,5,3,40,100,0,1,0,0,0,0
Keeper,GK,Sam Johnstone,0,FALSE,7,6,90,TRUE,0,0,,0,0,0,74,0,0,0,0,0,0,0,30,0,0,54,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Nick Pope,0,FALSE,7.7,3,90,TRUE,0,0,,0,0,0,65,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Kieran Trippier,1,TRUE,7.9,2,90,FALSE,0,0,,0,0,0,85,4,0,0,0.26,0.26,0,0,93,0,8,57,0,0,0,1,1,3,9,1,2,2,50,0,1,1,100,0,0,43
Defender,CB,Fabian Sch?r,1,FALSE,7.1,2,90,FALSE,0,0,,0,0,0,88,0,0,0,0,0,0,0,57,0,6,40,0,0,0,5,1,7,3,0,1,0,0,100,0,0,0,0,0,0
Defender,CB,Sven Botman,1,FALSE,7.8,4 + 1,90,FALSE,0,1,,1,0,1,93,1,0.07,0,0.25,0.32,0,0,77,0,3,33,0,0.07,100,4,1,9,4,1,3,3,50,50,0,1,0,0,0,0
Defender,LB,Daniel Burn,1,FALSE,7.1,2,90,FALSE,0,0,,0,0,1,79,0,0.16,0,0.01,0.17,0,0,88,0,8,33,0,0.16,25,1,1,7,2,2,5,3,67,50,0,0,0,0,0,0
Midfielder,CM,Sandro Tonali,3,FALSE,8.1,6,89,FALSE,1,0,90,1,0,2,89,1,0.63,1.58,0.1,0.73,100,0,66,0,7,60,0,0.63,100,0,0,4,5,2,3,4,33,100,1,2,0,0,1,50
Midfielder,CM,Bruno Guimaraes,3,FALSE,7,1,85,FALSE,0,0,85,1,0,2,81,0,0.09,0.25,0.03,0.12,100,1,62,0,8,25,2,0.09,0,0,0,3,8,1,5,5,50,0,3,1,50,0,0,0
Midfielder,CM,Joelinton,3,FALSE,7.5,2,90,FALSE,0,0,,0,0,1,90,0,0.12,0,0.16,0.28,100,0,48,0,3,0,0,0.12,75,0,0,6,7,0,5,3,67,50,0,2,0,0,1,0
Attacker,ST,Miguel Almiron,5,FALSE,7.4,2,86,FALSE,0,0,86,0,0,1,97,2,0.05,0.02,0.07,0.12,100,0,42,0,3,100,1,0.05,100,0,0,3,4,1,3,4,50,0,1,0,0,0,0,0
Attacker,ST,Alexander Isak,5,FALSE,8.8,10 + 3,68,FALSE,2,0,68,0,0,3,75,0,0.77,1.17,0.02,0.79,100,0,26,0,1,0,0,0.77,0,0,0,1,1,0,2,4,40,0,1,1,33,0,1,0
Attacker,ST,Anthony Gordon,5,FALSE,7.9,4,68,FALSE,0,1,68,1,0,1,86,2,0.07,0,0.36,0.43,0,1,39,0,3,0,1,0.07,0,0,0,6,1,3,11,8,58,0,7,4,100,0,0,100
Attacker,ST,Ollie Watkins,5,FALSE,7.9,5,90,FALSE,0,1,,0,0,2,82,2,0.32,0.39,0.1,0.42,50,0,31,0,1,0,2,0.32,100,2,0,4,1,0,3,4,50,0,0,0,67,0,0,0
Midfielder,LW,Leon Bailey,4,FALSE,5.5,1,45,FALSE,0,0,46,0,0,0,36,0,0,0,0.01,0.01,0,0,27,0,3,50,4,0,0,0,0,1,2,0,2,4,20,100,1,0,0,0,0,0
Midfielder,AM,John McGinn,4,TRUE,6,2,64,FALSE,0,0,64,0,0,0,80,1,0,0,0.03,0.03,0,0,22,0,5,50,0,0,0,0,0,1,1,1,1,3,25,0,1,1,0,0,0,33
Midfielder,RW,Moussa Diaby,4,FALSE,7.4,7,87,FALSE,1,0,87,0,0,3,88,2,0.28,0.29,0.11,0.39,67,0,37,0,5,100,4,0.28,100,0,0,1,3,0,4,6,50,0,1,0,100,0,1,0
Midfielder,DM,Douglas Luiz,2,FALSE,4.9,1,90,FALSE,0,0,,1,0,4,91,1,0.19,0.35,0.14,0.33,50,2,89,0,6,71,1,0.19,0,0,0,3,6,2,2,5,33,0,0,1,100,0,0,0
Midfielder,DM,Boubacar Kamara,2,FALSE,5,2,90,FALSE,0,0,,0,0,1,85,1,0.03,0,0.02,0.05,0,0,73,0,9,0,1,0.03,0,1,0,6,6,1,5,7,40,50,2,4,100,0,0,0
Defender,LB,Lucas Digne,1,FALSE,5.7,-1,90,FALSE,0,0,,1,0,0,78,3,0,0,0.15,0.15,0,0,61,0,1,0,0,0,100,2,0,6,3,1,6,1,83,100,3,1,0,0,0,38
Defender,CB,Tyrone Mings,1,FALSE,6.1,0,31,FALSE,0,0,31,0,0,1,100,1,0.01,0,0.16,0.17,0,1,9,0,1,100,0,0.01,0,1,0,2,2,0,1,0,0,100,0,0,0,0,0,0
Defender,CB,Ezri Konsa,1,FALSE,4.7,0,90,FALSE,0,0,,0,0,0,91,0,0,0,0.01,0.01,0,0,60,0,4,67,0,0,80,2,1,9,3,0,7,2,78,0,1,2,100,0,0,0
Defender,RB,Matty Cash,1,FALSE,5.3,-1,87,FALSE,0,0,87,1,0,2,86,0,0.72,0.57,0,0.72,50,0,66,0,3,25,1,0.72,0,1,0,8,7,1,4,7,36,0,3,5,100,0,1,0
Keeper,GK,Emiliano Martinez,0,FALSE,6.9,1,90,TRUE,0,0,,1,0,0,82,0,0,0,0,0,0,0,36,0,0,40,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Mark Flekken,0,FALSE,6.2,2,90,TRUE,0,0,,0,0,0,68,0,0,0,0,0,0,0,38,0,0,44,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Aaron Hickey,1,FALSE,6.6,0,72,FALSE,0,0,72,1,0,1,88,1,0.03,0,0.08,0.11,0,1,37,0,1,100,1,0.03,67,2,2,7,4,0,6,3,67,0,2,2,100,0,0,0
Defender,CB,Nathan Collins,1,FALSE,6.7,1,90,FALSE,0,0,,0,0,0,81,0,0,0,0.01,0.01,0,0,61,0,3,50,0,0,100,8,4,10,6,0,5,5,100,29,1,0,0,0,0,0
Defender,CB,Ethan Pinnock,1,FALSE,7.1,1,90,FALSE,0,0,,0,0,0,72,0,0,0,0,0,0,0,34,0,1,33,0,0,67,10,5,15,2,1,6,1,75,100,0,0,0,0,0,0
Defender,CB,Kristoffer Ajer,1,FALSE,6.2,1,84,FALSE,0,0,84,0,0,0,76,0,0,0,0.01,0.01,0,0,36,0,3,25,1,0,0,6,2,9,1,1,3,3,0,100,0,1,0,0,0,0
Defender,LB,Rico Henry,1,FALSE,7.6,4,90,FALSE,0,1,,0,0,0,79,3,0,0,0.62,0.62,0,0,51,0,2,75,2,0,0,2,1,7,5,0,7,6,60,33,1,2,75,0,0,25
Midfielder,CM,Vitaly Janelt,3,FALSE,6.9,2,90,FALSE,0,0,,0,0,1,80,1,0.04,0.39,0.01,0.05,100,0,33,0,1,50,2,0.04,0,2,0,5,4,1,4,3,40,100,1,1,0,0,0,0
Midfielder,CM,Christian N©ªrgaard,3,TRUE,6.8,2,72,FALSE,0,0,72,0,0,0,90,0,0,0,0.01,0.01,0,0,38,0,2,50,0,0,0,2,2,5,7,1,2,3,33,50,0,0,0,0,1,0
Midfielder,CM,Mathias Jensen,3,FALSE,6.8,4,49,FALSE,0,0,49,0,0,0,55,0,0,0,0.03,0.03,0,0,37,0,6,38,1,0,50,0,0,3,2,2,5,5,50,0,3,1,0,1,0,0
Attacker,ST,Bryan Mbeumo,5,FALSE,7,7,90,FALSE,1,0,,0,0,3,75,0,1.4,1.08,0.03,1.43,67,0,45,0,4,0,3,0.61,0,0,0,4,3,2,3,12,10,40,1,3,0,0,1,25
Attacker,ST,Yoane Wissa,5,FALSE,8,6 + 3,72,FALSE,1,0,72,0,0,3,67,2,0.3,0.15,0.05,0.35,100,1,36,0,0,100,2,0.3,100,1,1,5,4,1,5,5,56,0,3,1,100,0,0,0
Attacker,ST,Richarlison,5,FALSE,6.2,2,90,FALSE,0,0,,0,0,2,72,1,0.17,0.06,0.01,0.18,100,1,36,0,1,0,3,0.17,0,0,0,0,1,0,3,10,38,0,0,0,60,0,0,0
Midfielder,LW,Heung-Min Son,4,TRUE,6.2,2,75,FALSE,0,0,75,0,0,2,88,0,0.1,0.13,0.05,0.15,50,0,46,0,0,0,2,0.1,100,0,0,2,2,1,3,5,38,0,1,1,50,0,0,0
Midfielder,AM,James Maddison,4,FALSE,8.8,7 + 2,90,FALSE,0,2,,1,0,2,89,6,0.07,0.02,0.95,1.02,100,1,87,0,7,40,2,0.07,0,1,0,6,3,0,4,7,33,50,2,3,0,0,0,17
Midfielder,RW,Dejan Kulusevski,4,FALSE,7.6,2,90,FALSE,0,0,,0,0,3,84,1,0.04,0,0.36,0.4,0,2,71,0,0,0,0,0.04,50,0,0,6,6,2,6,4,67,0,1,1,100,0,0,0
Midfielder,DM,Oliver Skipp,2,FALSE,6.3,1,75,FALSE,0,0,75,1,0,0,95,0,0,0,0.01,0.01,0,0,49,0,7,0,0,0,0,0,0,2,1,0,2,4,50,25,1,1,0,0,0,0
Midfielder,DM,Yves Bissouma,2,FALSE,8.4,2,90,FALSE,0,0,,0,0,3,92,1,0.04,0,0.11,0.15,0,2,138,0,15,50,0,0.04,33,2,2,11,7,0,9,4,75,0,1,2,83,0,0,0
Defender,LB,Iyenoma Udogie,1,FALSE,7.5,1,90,FALSE,0,0,,0,0,0,94,1,0,0,0.04,0.04,0,0,86,0,14,0,0,0,100,0,0,8,5,0,5,6,50,0,2,2,0,0,0,0
Defender,CB,Micky van de Ven,1,FALSE,8,1,90,FALSE,0,0,,0,0,2,94,0,0.03,0,0.03,0.06,0,0,85,0,9,50,0,0.03,100,5,0,7,6,0,9,1,100,80,1,0,100,0,0,0
Defender,CB,Cristian Romero,1,FALSE,7.4,7,14,FALSE,1,0,14,0,0,1,100,0,0.58,0.62,0.01,0.59,100,0,10,0,2,0,0,0.58,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Defender,RB,Emerson Royal,1,FALSE,8.3,7 + 1,90,FALSE,1,0,,0,0,1,91,0,0.03,0.24,0.14,0.17,100,0,134,0,7,33,0,0.03,100,3,2,5,8,2,3,5,38,0,1,1,33,0,0,0
Keeper,GK,Guglielmo Vicario,0,FALSE,7.8,1,90,TRUE,0,0,,1,0,0,63,0,0,0,0,0,0,0,39,0,0,25,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Robert S?nchez,0,FALSE,6.6,2,90,TRUE,0,0,,0,0,0,80,0,0,0,0,0,0,0,39,0,0,50,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Defender,CB,Axel Disasi,1,FALSE,8.2,8 + 3,90,FALSE,1,0,,0,0,2,92,0,0.47,0.86,0.01,0.48,50,0,108,0,7,29,0,0.47,0,3,1,6,7,0,2,0,100,100,0,0,0,0,0,0
Defender,CB,Thiago Silva,1,FALSE,7.7,2,90,FALSE,0,0,,0,0,0,94,1,0,0,0.07,0.07,0,0,131,0,7,89,0,0,0,6,3,9,10,3,5,4,25,80,1,0,0,0,0,0
Defender,CB,Levi Colwill,1,FALSE,7.6,2,90,FALSE,0,0,,0,0,1,82,2,0.08,0,0.01,0.09,0,1,81,0,10,38,1,0.08,100,2,0,5,6,0,4,1,75,100,0,0,100,0,0,0
Midfielder,RM,Reece James,3,FALSE,6.8,2,76,FALSE,0,0,76,0,0,1,86,2,0.03,0,0.42,0.45,0,0,76,0,7,75,2,0.03,0,0,0,0,5,0,4,4,33,60,0,0,100,0,0,33
Midfielder,CM,Conor Gallagher,3,FALSE,7.6,2,90,FALSE,0,0,,0,0,0,91,0,0,0,0.02,0.02,0,0,82,0,6,100,0,0,50,1,0,8,10,2,5,3,63,0,2,1,100,0,0,0
Midfielder,CM,Enzo Fern?ndez,3,FALSE,7.5,1,90,FALSE,0,0,,1,0,1,90,2,0.06,0,0.11,0.17,0,1,119,0,17,91,1,0.06,100,1,0,4,3,2,6,4,56,100,2,1,100,0,0,14
Midfielder,LM,Ben Chilwell,3,FALSE,7.9,5 + 2,89,FALSE,0,1,90,0,0,1,84,1,0.16,0.17,0.22,0.38,100,0,78,0,5,100,1,0.16,100,0,0,2,7,0,6,3,71,50,3,1,100,0,1,0
Midfielder,AM,Raheem Sterling,4,FALSE,6.3,2,81,FALSE,0,0,81,0,0,0,78,1,0,0,0.09,0.09,0,0,44,0,1,0,4,0,100,0,0,2,3,1,3,7,30,0,1,0,0,0,0,60
Midfielder,AM,Carney Chukwuemeka,4,FALSE,6.3,1,81,FALSE,0,0,81,1,0,0,90,0,0,0,0.16,0.16,0,0,51,0,3,100,2,0,100,0,0,2,3,1,2,7,22,0,1,1,0,0,0,0
Attacker,ST,Nicolas Jackson,5,FALSE,7.1,1,90,FALSE,0,0,,1,0,4,81,0,0.55,0.41,0.01,0.56,50,0,38,0,1,0,2,0.55,0,1,1,3,3,0,5,5,57,33,2,1,100,0,3,0
Attacker,ST,Luis Diaz,5,FALSE,7.7,7 + 1,77,FALSE,1,0,77,0,0,4,90,1,0.84,0.8,0.04,0.88,33,1,31,0,2,100,1,0.84,100,0,0,1,0,1,3,4,50,0,0,0,67,0,1,0
Attacker,ST,Diogo Jota,5,FALSE,6.8,1,66,FALSE,0,0,66,1,0,2,78,1,0.07,0,0.01,0.08,0,0,30,0,0,100,0,0.07,100,2,2,4,4,2,3,7,33,25,0,1,50,0,0,0
Attacker,ST,Mohamed Salah,5,FALSE,7.3,5,77,FALSE,0,1,77,0,0,3,77,1,0.28,0.71,0.31,0.59,0,1,32,0,2,0,2,0.28,0,0,0,1,1,0,1,3,33,0,0,0,0,0,0,100
Midfielder,CM,Cody Gakpo,3,FALSE,6.6,2,66,FALSE,0,0,66,0,0,0,77,1,0,0,0.05,0.05,0,0,30,0,4,0,1,0,33,2,0,8,5,0,4,6,50,0,0,3,50,0,0,0
Midfielder,CM,Alexis Mac Allister,3,FALSE,7.7,1,90,FALSE,0,0,,1,0,0,88,1,0,0,0.22,0.22,0,0,64,0,4,67,0,0,67,0,0,6,10,2,7,4,64,0,2,2,100,0,0,0
Midfielder,CM,Dominik Szoboszlai,3,FALSE,7.1,2,90,FALSE,0,0,,0,0,1,82,3,0.02,0,0.1,0.12,0,1,59,0,2,100,0,0.02,100,1,1,6,8,3,2,7,22,0,1,3,0,0,0,33
Defender,LB,Andrew Robertson,1,FALSE,7.7,2,90,FALSE,0,0,,0,0,0,75,1,0,0,0.01,0.01,0,0,75,0,10,33,0,0,50,7,1,13,11,0,2,2,67,0,0,1,0,0,0,0
Defender,CB,Virgil van Dijk,1,TRUE,7.3,2,90,FALSE,0,0,,0,0,1,79,0,0.03,0,0.02,0.05,0,0,50,0,2,33,0,0.03,0,10,4,14,4,0,3,0,100,100,0,0,0,0,0,0
Defender,CB,Ibrahima Konat?,1,FALSE,7.1,2,90,FALSE,0,0,,0,0,0,84,0,0,0,0,0,0,0,54,0,5,60,0,0,33,7,3,14,4,0,7,6,67,43,1,2,0,0,0,0
