position,positionStringShort,name,positionRow,isCaptain,rating,fantasyScore,minutesPlayed,isGoalkeeper,goal,assist,subbedOutTime,yellowCard,redCard,total_shots,accurate_passes_rate(%),chances_created,expected_goals(xG),expected_goals_on_target(xGOT),expected_assists(xA),xG+xA,shot_accuracy(%),blocked_shots,touches,touches_in_opposition_box,passes_into_final_third,long_balls_accuracy(%),dispossessed,xG_Non_penalty,tackles_won_rate(%),clearances,headed_clearance,defensive_actions,recoveries,dribbled_past,duels_won,duels_lost,ground_duels_won_rate(%),aerial_duels_won_rate(%),was_fouled,fouls_commited,dribble_success_rate(%),penalties_won,big_chances_missed,crosses_success_rate(%)
Defender,LB,Timothy Castagne,1,FALSE,7.3,2,90,FALSE,0,0,,0,0,0,78,0,0,0,0.02,0.02,0,0,99,0,11,30,0,0,50,5,5,12,12,1,7,5,60,57,1,2,0,0,0,0
Defender,CB,Wout Faes,1,FALSE,7.4,2,90,FALSE,0,0,,0,0,1,85,2,0.11,0,0.04,0.15,0,0,104,0,9,43,0,0.11,0,3,3,8,6,1,8,2,83,75,3,0,100,0,0,0
Defender,CB,Harry Souttar,1,FALSE,7.5,2,90,FALSE,0,0,,0,0,1,83,0,0.53,0,0.01,0.54,0,0,100,0,9,0,0,0.53,50,0,0,3,7,1,10,1,75,100,1,0,0,0,1,0
Defender,RB,Ricardo Pereira,1,FALSE,7.3,2,90,FALSE,0,0,,0,0,0,82,0,0.11,0,0.04,0.15,0,0,91,0,9,0,0,0.11,50,2,1,4,6,1,6,4,71,33,0,0,75,0,0,33
Keeper,GK,Danny Ward,0,FALSE,7.8,8 + 3,90,TRUE,0,0,,0,0,0,86,0,0,0,0,0,0,0,42,0,0,38,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Jos? S?,0,FALSE,8.7,8 + 3,90,TRUE,0,0,,0,0,0,53,0,0,0,0,0,0,0,49,0,0,24,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,N?lson Semedo,1,FALSE,7.6,6,90,FALSE,0,0,,0,0,1,84,0,0.04,0,0.03,0.07,0,0,63,0,4,0,0,0.04,33,1,1,6,6,0,8,6,64,33,1,1,50,0,1,33
Defender,CB,Craig Dawson,1,FALSE,7.2,6 + 2,90,FALSE,0,0,,0,0,0,93,0,0,0,0.07,0.07,0,0,52,0,2,71,0,0,0,8,4,12,2,0,1,1,0,100,0,2,0,0,0,0
Defender,CB,Max Kilman,1,FALSE,7.2,6 + 1,90,FALSE,0,0,,0,0,0,86,0,0,0,0,0,0,0,61,0,5,25,0,0,0,4,3,5,8,1,2,3,67,0,2,0,0,0,0,0
Defender,LB,Jonny,1,FALSE,7.1,6,90,FALSE,0,0,,0,0,0,89,0,0,0,0.04,0.04,0,0,50,0,2,50,0,0,75,3,2,9,3,4,6,7,55,0,2,1,0,0,0,0
Midfielder,DM,Ruben Neves,2,TRUE,7.7,2,90,FALSE,0,0,,1,0,3,88,0,0.07,0.57,0.01,0.08,67,0,68,0,5,50,0,0.07,100,4,2,10,2,1,6,3,67,0,3,2,0,0,0,0
Midfielder,DM,Mario Lemina,2,FALSE,7.1,1,45,FALSE,0,0,46,0,0,0,100,0,0,0,0,0,0,0,37,0,2,0,0,0,0,2,1,7,3,0,3,1,75,0,1,1,100,0,0,0
Midfielder,RW,Pablo Sarabia,4,FALSE,6.7,3,67,FALSE,0,0,67,0,0,0,73,0,0,0,0.01,0.01,0,0,32,0,5,67,0,0,0,1,0,1,4,0,2,1,50,100,1,0,0,0,0,0
Midfielder,AM,Matheus Nunes,4,FALSE,7.2,3,67,FALSE,0,0,67,0,0,0,73,0,0,0,0.01,0.01,0,0,48,0,4,50,0,0,0,0,0,3,8,2,7,2,78,0,3,0,100,0,0,0
Midfielder,LW,Pedro Neto,4,FALSE,6.6,1,45,FALSE,0,0,46,0,0,0,75,0,0,0,0,0,0,0,26,0,1,0,1,0,0,1,0,3,4,0,4,1,80,0,1,0,100,0,0,0
Attacker,ST,Diego Costa,5,FALSE,6.2,1,28,FALSE,0,0,28,0,0,0,67,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,1,0,0,1,1,0,50,0,0,0,0,0,0
Attacker,ST,Harry Kane,5,TRUE,6.5,2,90,FALSE,0,0,,0,0,3,73,2,0.31,0,0.1,0.41,0,2,46,0,4,100,3,0.31,100,0,0,2,1,0,7,6,50,100,3,1,50,0,0,0
Midfielder,AM,Heung-Min Son,4,FALSE,6.1,2,90,FALSE,0,0,,0,0,4,90,3,0.19,0.69,0.13,0.32,100,2,51,0,2,0,3,0.19,0,0,0,1,0,1,1,5,0,50,0,1,0,0,0,13
Midfielder,AM,Dejan Kulusevski,4,FALSE,7,2,77,FALSE,0,0,77,1,0,4,73,3,0.22,0.5,0.1,0.32,50,2,41,0,2,0,2,0.22,0,0,0,6,2,0,5,5,50,0,1,3,100,0,0,50
Midfielder,LM,Ivan Perisic,3,FALSE,6.3,2,90,FALSE,0,0,,0,0,2,67,1,0.11,0.13,0.08,0.19,50,0,57,0,2,33,1,0.11,100,1,1,4,1,2,4,6,33,50,1,1,0,0,1,20
Midfielder,CM,Pierre-Emile H©ªjbjerg,3,FALSE,7.1,2,90,FALSE,0,0,,0,0,0,87,0,0,0,0.04,0.04,0,0,85,0,9,20,1,0,0,1,1,4,13,1,1,4,20,0,0,2,100,0,0,0
Midfielder,CM,Oliver Skipp,3,FALSE,6.7,2,90,FALSE,0,0,,0,0,2,91,1,0.05,0,0.04,0.09,0,1,72,0,9,100,1,0.05,0,1,1,4,10,0,3,6,20,50,1,3,0,0,0,0
Midfielder,RM,Pedro Porro,3,FALSE,6.8,6,81,FALSE,0,0,81,0,0,4,81,2,0.21,0.3,0.05,0.26,33,1,56,0,2,50,1,0.21,0,2,0,4,3,2,1,8,11,0,0,2,25,0,0,50
Defender,CB,Ben Davies,1,FALSE,6.5,2,85,FALSE,0,0,85,0,0,1,94,0,0.03,0,0.01,0.04,0,1,43,0,5,100,0,0.03,0,2,1,3,2,0,3,3,67,33,2,1,0,0,0,0
Defender,CB,Cl?ment Lenglet,1,FALSE,6.4,2,90,FALSE,0,0,,0,0,1,89,0,0.08,0.04,0.01,0.09,100,0,60,0,5,71,0,0.08,0,0,0,1,5,1,2,3,33,50,1,1,0,0,1,0
Defender,CB,Cristian Romero,1,FALSE,7.1,2,90,FALSE,0,0,,0,0,0,93,0,0,0,0.02,0.02,0,0,80,0,5,50,1,0,50,3,1,9,5,0,5,3,50,100,1,2,0,0,0,0
Keeper,GK,Fraser Forster,0,FALSE,7.1,3,90,TRUE,0,0,,0,0,0,73,0,0,0,0,0,0,0,28,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Neto,0,TRUE,8.5,7 + 3,90,TRUE,0,0,,0,0,0,17,0,0,0,0.01,0,0,0,36,0,0,14,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Adam Smith,1,FALSE,6.9,6,80,FALSE,0,0,80,0,0,0,47,0,0,0,0.02,0.02,0,0,39,0,6,29,0,0,0,4,3,7,5,1,5,3,75,50,2,1,0,0,0,50
Defender,CB,Jack Stephens,1,FALSE,7.1,6,90,FALSE,0,0,,0,0,0,65,0,0,0,0,0,0,0,29,0,2,20,0,0,50,1,1,4,1,0,3,1,100,50,0,0,0,0,0,0
Defender,CB,Marcos Senesi,1,FALSE,7.7,6 + 1,90,FALSE,0,0,,0,0,0,74,0,0,0,0,0,0,0,52,0,5,50,0,0,100,7,5,9,5,0,5,1,80,100,0,0,67,0,0,0
Defender,LB,Lloyd Kelly,1,FALSE,7.4,6,90,FALSE,0,0,,0,0,0,71,0,0,0,0,0,0,0,49,0,6,0,0,0,100,5,2,8,6,0,2,0,100,100,0,0,0,0,0,0
Midfielder,RM,Dango Ouattara,3,FALSE,8,6,90,FALSE,0,1,,0,0,1,40,1,0.44,0,0.04,0.48,0,0,38,0,0,25,1,0.44,0,5,5,6,2,1,12,8,60,60,0,0,71,0,1,50
Midfielder,CM,Joe Rothwell,3,FALSE,7.4,3,90,FALSE,0,0,,0,0,0,83,0,0,0,0,0,0,0,39,0,4,50,1,0,100,0,0,4,8,0,4,3,50,100,0,2,100,0,0,0
Midfielder,CM,Jefferson Lerma,3,FALSE,7.7,3,81,FALSE,0,0,81,0,0,0,63,0,0,0,0,0,0,0,47,0,5,0,0,0,0,1,1,6,10,1,3,4,40,50,2,1,0,0,0,0
Midfielder,LM,Jaidon Anthony,3,FALSE,7.1,2,88,FALSE,0,0,88,1,0,0,83,1,0,0,0.01,0.01,0,0,45,0,2,0,0,0,0,1,1,3,5,0,7,8,46,50,2,1,33,0,0,0
Midfielder,AM,Philip Billing,4,FALSE,8.2,7 + 3,70,FALSE,1,0,70,1,0,1,80,0,0.33,0.45,0.01,0.34,100,0,44,0,3,0,1,0.33,100,3,3,9,4,2,6,5,50,100,1,2,100,0,0,0
Attacker,ST,Dominic Solanke,5,FALSE,6.3,2,88,FALSE,0,0,88,0,0,1,67,1,0.04,0,0,0.04,0,0,32,0,0,0,4,0.04,0,3,2,3,5,0,4,12,30,17,2,0,25,0,0,0
Attacker,ST,Darwin Nunez,5,FALSE,6,2,66,FALSE,0,0,66,0,0,1,73,0,0.03,0.11,0.02,0.05,100,0,25,0,2,50,1,0.03,0,1,1,3,1,0,3,5,50,25,0,1,100,0,0,0
Attacker,ST,Cody Gakpo,5,FALSE,6,2,90,FALSE,0,0,,0,0,2,65,1,0.08,0,0.03,0.11,0,0,35,0,1,0,2,0.08,50,0,0,3,5,4,5,9,38,0,3,1,0,0,0,0
Attacker,ST,Mohamed Salah,5,FALSE,5.5,0,90,FALSE,0,0,,0,0,2,77,0,0.86,0.09,0.41,1.27,50,0,42,0,2,100,2,0.08,0,0,0,0,1,0,1,4,25,0,0,0,50,0,1,0
Midfielder,CM,Stefan Bajcetic,3,FALSE,6.2,2,88,FALSE,0,0,88,0,0,1,78,0,0.03,0,0.05,0.08,0,0,57,0,6,57,0,0.03,0,0,0,2,3,2,1,5,20,0,0,1,50,0,0,0
Midfielder,CM,Fabinho,3,FALSE,6.7,2,65,FALSE,0,0,65,0,0,1,74,0,0.02,0,0,0.02,0,0,53,0,7,33,0,0.02,100,0,0,3,7,0,6,4,80,40,2,1,0,0,0,0
Midfielder,CM,Harvey Elliott,3,FALSE,5.9,1,45,FALSE,0,0,46,0,0,0,86,0,0,0,0.09,0.09,0,0,39,0,2,20,0,0,0,0,0,1,1,4,0,5,0,0,0,0,0,0,0,0
Defender,LB,Andrew Robertson,1,FALSE,6.9,2,90,FALSE,0,0,,0,0,1,80,2,0.04,0.13,0.45,0.49,100,0,64,0,7,0,0,0.04,100,0,0,2,7,0,2,4,100,20,0,0,0,0,0,17
Defender,CB,Virgil van Dijk,1,TRUE,7.6,2,90,FALSE,0,0,,0,0,3,87,1,0.38,0.05,0.04,0.42,67,0,108,0,8,71,0,0.38,75,2,0,9,3,2,11,5,50,88,0,2,0,0,2,0
Defender,CB,Ibrahima Konat?,1,FALSE,7.6,1,90,FALSE,0,0,,1,0,1,96,0,0.06,0,0.02,0.08,0,0,133,0,13,67,0,0.06,0,7,3,12,10,3,6,5,44,100,1,2,100,0,0,0
Defender,RB,Trent Alexander-Arnold,1,FALSE,7.8,2,65,FALSE,0,0,65,0,0,1,74,2,0.07,0,0.1,0.17,0,0,92,0,13,31,1,0.07,75,1,1,10,8,1,5,3,63,0,0,1,100,0,0,14
Keeper,GK,Alisson Becker,0,FALSE,5.6,2,90,TRUE,0,0,,0,0,0,91,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Vicente Guaita,0,FALSE,6.8,3,90,TRUE,0,0,,0,0,0,75,0,0,0,0,0,0,0,29,0,0,50,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Nathaniel Clyne,1,FALSE,6,6,71,FALSE,0,0,71,0,0,0,57,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,1,2,1,3,25,0,1,1,0,0,0,0
Defender,CB,Joachim Andersen,1,FALSE,6.9,1,90,FALSE,0,0,,1,0,0,81,0,0,0,0,0,0,0,57,0,6,50,0,0,0,9,8,11,1,0,3,1,50,100,1,1,0,0,0,0
Defender,CB,Marc Guehi,1,FALSE,6.9,2,90,FALSE,0,0,,0,0,0,78,1,0,0,0,0,0,0,60,0,6,45,0,0,0,5,2,8,3,1,3,3,67,33,2,0,0,0,0,0
Defender,LB,Tyrick Mitchell,1,FALSE,6.9,2,90,FALSE,0,0,,0,0,0,73,0,0,0,0,0,0,0,45,0,2,0,0,0,100,2,0,8,2,3,3,4,43,0,0,1,0,0,0,0
Midfielder,DM,Luka Milivojevic,2,TRUE,6.1,2,61,FALSE,0,0,61,1,0,0,56,0,0,0,0,0,0,0,19,1,3,20,0,0,0,0,0,5,4,1,0,6,0,0,0,3,0,0,0,0
Midfielder,DM,Albert Sambi Lokonga,2,FALSE,6.9,2,90,FALSE,0,0,,0,0,0,90,0,0,0,0.01,0.01,0,0,50,0,3,67,0,0,50,3,2,8,3,1,8,3,78,50,3,0,0,0,0,0
Midfielder,RW,Michael Olise,4,FALSE,6.3,2,90,FALSE,0,0,,0,0,0,81,2,0,0,0.08,0.08,0,0,44,0,3,0,1,0,100,0,0,4,10,2,5,8,40,33,3,2,0,0,0,40
Midfielder,AM,Jordan Ayew,4,FALSE,6.3,2,80,FALSE,0,0,80,0,0,0,57,0,0,0,0.01,0.01,0,0,45,0,5,0,4,0,0,2,1,5,8,1,8,12,38,43,3,2,67,0,0,0
Midfielder,LW,Jeffrey Schlupp,4,FALSE,6.7,2,80,FALSE,0,0,80,0,0,0,73,0,0,0,0,0,0,0,26,0,1,0,1,0,100,1,1,3,2,0,3,1,67,100,0,0,100,0,0,0
Attacker,ST,Wilfried Zaha,5,FALSE,6.1,2,90,FALSE,0,0,,0,0,3,59,0,0.14,0,0.01,0.15,0,3,42,7,1,0,3,0.14,0,0,0,0,4,1,7,6,54,0,4,0,60,0,0,0
Attacker,ST,Erling Braut Haaland,5,FALSE,7.4,6,90,FALSE,1,0,,0,0,5,60,0,1.25,0.99,0,1.25,33,2,22,8,0,0,0,0.46,0,0,0,4,2,0,2,8,0,33,0,4,0,0,2,0
Midfielder,LW,Jack Grealish,4,FALSE,7.6,3,90,FALSE,0,0,,0,0,1,92,2,0.06,0,0.22,0.28,0,0,65,2,3,100,0,0.06,0,0,0,3,3,0,5,3,63,0,2,2,75,0,0,100
Midfielder,AM,Bernardo Silva,4,FALSE,6.8,3,79,FALSE,0,0,79,0,0,0,87,1,0,0,0.06,0.06,0,0,58,4,3,80,1,0,0,0,0,1,2,0,3,4,43,0,2,1,33,0,0,0
Midfielder,RW,Phil Foden,4,FALSE,7.4,1,58,FALSE,0,0,58,0,0,1,65,1,0.16,0.69,0.04,0.2,100,0,39,4,1,33,1,0.16,0,1,0,3,2,0,5,3,71,0,2,0,75,0,0,33
Midfielder,DM,Ilkay G?ndogan,2,TRUE,7.7,6,90,FALSE,0,0,,0,0,0,84,1,0,0,0.05,0.05,0,0,57,4,3,33,1,0,0,1,0,2,5,1,3,3,50,0,2,1,100,1,0,60
Midfielder,DM,Rodri,2,FALSE,8.7,3,90,FALSE,0,0,,0,0,3,88,1,0.19,0.06,0.13,0.32,100,2,115,5,13,86,0,0.19,67,0,0,4,16,2,11,6,67,60,1,1,80,0,0,50
Defender,LB,Nathan Ak?,1,FALSE,7.9,5 + 1,90,FALSE,0,0,,1,0,0,89,2,0,0,0.3,0.3,0,0,108,1,14,0,0,0,0,2,2,7,3,0,7,2,60,100,1,2,0,0,0,0
Defender,CB,Ruben Dias,1,FALSE,7.4,5,90,FALSE,0,0,,1,0,1,93,0,0.13,0,0.02,0.15,0,1,97,1,15,71,1,0.13,100,2,2,6,5,0,2,3,25,100,0,2,0,0,0,0
Defender,CB,Manuel Akanji,1,FALSE,7.6,6 + 3,90,FALSE,0,0,,0,0,1,89,1,0.02,0,0.04,0.06,0,0,97,2,11,75,0,0.02,0,3,1,10,6,1,1,3,25,0,0,2,0,0,0,0
Defender,RB,John Stones,1,FALSE,7.6,6 + 3,89,FALSE,0,0,89,0,0,0,80,1,0,0,0.03,0.03,0,0,79,3,4,50,0,0,25,1,1,9,4,1,6,3,67,67,0,1,0,0,0,0
Keeper,GK,Ederson Moraes,0,FALSE,6.7,6,90,TRUE,0,0,,0,0,0,95,0,0,0,0,0,0,0,21,0,0,50,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Jordan Pickford,0,FALSE,7.6,7 + 1,90,TRUE,0,0,,0,0,0,12,0,0,0,0.01,0,0,0,33,0,0,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Seamus Coleman,1,TRUE,7.2,5,90,FALSE,0,0,,1,0,1,48,0,0.01,0,0.01,0.02,0,0,42,0,8,0,0,0.01,50,4,3,7,4,1,6,2,67,100,1,0,50,0,0,100
Defender,CB,Michael Keane,1,FALSE,7.2,6,90,FALSE,0,0,,0,0,3,71,0,0.23,0.09,0.01,0.24,33,0,43,0,9,14,0,0.23,100,5,0,7,4,0,7,4,100,56,1,0,0,0,1,0
Defender,CB,James Tarkowski,1,FALSE,7.5,6 + 2,90,FALSE,0,0,,0,0,0,50,0,0,0,0,0,0,0,37,0,3,25,0,0,100,7,4,13,2,2,9,4,63,80,1,1,100,0,0,0
Defender,LB,Ben Godfrey,1,FALSE,6.9,6,90,FALSE,0,0,,0,0,0,58,0,0,0,0,0,0,0,38,0,5,29,0,0,75,1,1,5,3,3,8,7,67,33,2,0,0,0,0,0
Midfielder,RM,Alex Iwobi,3,FALSE,7.8,3,89,FALSE,0,0,90,0,0,1,75,3,0.2,0.66,0.02,0.22,100,0,48,0,6,60,0,0.2,67,1,0,6,7,1,4,3,50,100,0,0,0,0,1,0
Midfielder,CM,Abdoulaye Doucour?,3,FALSE,7.2,5,90,FALSE,0,1,,1,0,0,79,1,0,0,0.01,0.01,0,0,37,0,1,0,0,0,0,0,0,4,6,1,2,10,33,0,1,2,0,0,0,0
Midfielder,CM,Idrissa Gana Gueye,3,FALSE,8.3,3,90,FALSE,0,0,,0,0,1,81,1,0.03,0.04,0.01,0.04,100,0,55,0,5,60,0,0.03,0,3,2,7,16,2,7,2,75,100,1,0,100,0,0,0
Midfielder,CM,Amadou Onana,3,FALSE,6.5,3,80,FALSE,0,0,80,0,0,2,81,0,0.24,0,0,0.24,0,0,31,0,0,0,0,0.24,50,1,0,8,4,1,5,7,38,50,1,4,0,0,1,0
Midfielder,LM,Dwight McNeil,3,FALSE,8.3,8 + 3,90,FALSE,1,0,,0,0,2,68,1,0.1,0.4,0.12,0.22,50,0,43,0,4,0,0,0.1,50,3,1,10,6,0,3,3,40,100,0,2,0,0,0,29
Attacker,ST,Demarai Gray,5,FALSE,6.8,3,86,FALSE,0,0,86,0,0,3,50,2,0.22,0.27,0.09,0.31,100,1,41,0,2,100,5,0.22,33,0,0,5,6,2,9,12,53,0,3,2,100,0,0,0
Attacker,ST,Mikkel Damsgaard,5,FALSE,6,2,62,FALSE,0,0,62,0,0,0,69,0,0,0,0.01,0.01,0,0,41,0,5,100,1,0,100,0,0,3,6,3,2,8,13,50,0,1,0,0,0,0
Attacker,ST,Ivan Toney,5,FALSE,5.5,2,90,FALSE,0,0,,0,0,3,58,0,0.43,0.02,0.03,0.46,50,1,49,0,2,100,3,0.43,0,0,0,3,2,1,6,13,18,50,2,3,0,0,1,0
Attacker,ST,Bryan Mbeumo,5,FALSE,7.2,2,90,FALSE,0,0,,0,0,1,80,3,0.09,0.02,0.27,0.36,100,0,69,0,5,40,3,0.09,100,1,1,6,5,1,9,10,50,40,0,2,80,0,0,33
Midfielder,CM,Mathias Jensen,3,FALSE,6.7,2,62,FALSE,0,0,62,0,0,0,79,0,0,0,0.02,0.02,0,0,54,0,5,60,1,0,0,1,0,3,4,0,4,2,67,0,1,1,100,0,0,14
Midfielder,CM,Christian N©ªrgaard,3,TRUE,6.6,1,74,FALSE,0,0,74,1,0,1,83,1,0.04,0,0.16,0.2,0,0,58,0,6,0,0,0.04,67,0,0,5,5,1,4,4,50,50,0,2,0,0,0,100
Midfielder,CM,Vitaly Janelt,3,FALSE,6.2,2,90,FALSE,0,0,,0,0,0,74,1,0,0,0.34,0.34,0,0,54,0,8,63,0,0,0,0,0,0,5,1,3,5,25,50,1,0,0,0,0,50
Defender,LB,Rico Henry,1,FALSE,7,2,87,FALSE,0,0,87,0,0,1,69,2,0.24,0.56,0.26,0.5,100,0,60,0,11,11,2,0.24,100,1,0,5,9,0,1,4,25,0,0,1,0,0,1,25
Defender,CB,Ben Mee,1,FALSE,6.9,2,90,FALSE,0,0,,0,0,1,80,0,0.05,0,0.02,0.07,0,0,81,0,16,60,0,0.05,100,1,1,2,4,0,7,2,100,71,0,0,100,0,0,0
Defender,CB,Ethan Pinnock,1,FALSE,7,2,90,FALSE,0,0,,0,0,1,81,1,0.74,0,0.05,0.79,100,0,65,0,4,38,0,0.74,50,3,1,5,5,0,4,2,100,50,0,0,0,0,1,100
Defender,RB,Aaron Hickey,1,FALSE,7.1,2,74,FALSE,0,0,74,0,0,0,91,1,0,0,0.19,0.19,0,0,53,0,4,100,0,0,0,2,2,3,4,1,6,2,71,100,4,0,50,0,0,100
Keeper,GK,David Raya,0,FALSE,6.3,3,90,TRUE,0,0,,0,0,0,84,0,0.11,0,0,0,0,0,61,0,0,63,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Bernd Leno,0,FALSE,6.1,2,90,TRUE,0,0,,0,0,0,81,0,0,0,0,0,0,0,38,0,0,29,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Kenny Tete,1,FALSE,5.8,1,90,FALSE,0,0,,0,0,1,83,0,0.04,0,0.04,0.08,0,0,53,0,1,0,0,0.04,100,1,1,5,4,3,5,5,43,67,1,0,0,0,0,33
Defender,CB,Tosin Adarabioyo,1,FALSE,6.1,1,90,FALSE,0,0,,0,0,1,88,0,0.06,0.05,0.02,0.08,100,0,71,0,12,50,1,0.06,100,5,4,8,7,1,3,4,40,50,1,1,0,0,0,0
Defender,CB,Tim Ream,1,TRUE,6.1,1,90,FALSE,0,0,,0,0,0,88,1,0,0,0.01,0.01,0,0,85,0,12,67,0,0,0,2,1,4,6,1,4,3,50,67,0,0,50,0,0,0
Defender,LB,Antonee Robinson,1,FALSE,6.2,1,90,FALSE,0,0,,0,0,0,70,1,0,0,0.05,0.05,0,0,63,0,8,57,0,0,50,1,1,9,5,1,4,4,33,100,0,2,0,0,0,100
Midfielder,DM,Harrison Reed,2,FALSE,5.7,2,90,FALSE,0,0,,0,0,0,90,2,0,0,0.18,0.18,0,0,51,0,5,0,1,0,50,1,0,6,3,1,3,7,29,33,0,2,0,0,0,0
Midfielder,DM,Sasa Lukic,2,FALSE,5.9,2,90,FALSE,0,0,,0,0,0,89,0,0,0,0.01,0.01,0,0,62,0,4,100,0,0,0,0,0,3,6,0,4,1,75,100,2,1,0,0,0,0
Midfielder,RW,Bobby Reid,4,FALSE,6.5,2,90,FALSE,0,0,,0,0,1,87,1,0.1,0.1,0.03,0.13,100,0,39,0,1,0,0,0.1,0,0,0,0,3,2,3,4,43,0,0,0,60,0,0,33
Midfielder,AM,Andreas Pereira,4,FALSE,6.7,2,76,FALSE,0,0,76,0,0,4,69,2,0.4,0,0.03,0.43,0,2,49,0,10,40,0,0.4,0,0,0,2,7,4,4,10,33,0,2,2,50,0,0,17
Midfielder,LW,Manor Solomon,4,FALSE,7.3,2,76,FALSE,0,0,76,0,0,1,88,1,0.03,0,0.03,0.06,0,0,35,0,0,0,0,0.03,60,0,0,6,2,0,8,2,80,0,0,1,75,0,0,0
Attacker,ST,Aleksandar Mitrovic,5,FALSE,6.2,2,90,FALSE,0,0,,0,0,3,67,0,0.17,0,0,0.17,0,2,44,0,3,60,5,0.17,0,2,2,4,2,0,10,11,30,64,2,1,50,0,0,0
Attacker,ST,Gabriel Martinelli,5,FALSE,8.1,8,77,FALSE,1,0,77,0,0,4,77,1,1.04,1.2,0.11,1.15,100,2,37,0,0,50,0,1.04,0,0,0,1,5,0,4,5,60,25,2,1,50,0,1,0
Attacker,ST,Leandro Trossard,5,FALSE,9.5,12 + 3,77,FALSE,0,3,77,0,0,2,79,4,0.22,0.24,0.49,0.71,50,0,52,0,1,0,2,0.22,100,0,0,3,6,0,2,3,40,0,0,1,100,0,0,29
Attacker,ST,Bukayo Saka,5,FALSE,6.7,3,72,FALSE,0,0,72,0,0,0,82,1,0,0,0.15,0.15,0,0,52,0,4,100,4,0,50,1,0,5,4,1,6,8,38,100,2,2,50,0,0,50
Midfielder,CM,Granit Xhaka,3,FALSE,7.4,3,90,FALSE,0,0,,0,0,1,90,1,0.13,0.46,0.06,0.19,100,0,59,0,6,75,0,0.13,100,1,0,2,6,3,3,6,40,25,0,0,100,0,1,0
Midfielder,CM,Thomas Partey,3,FALSE,8.2,3,90,FALSE,0,0,,0,0,0,95,0,0,0,0.02,0.02,0,0,74,0,7,0,0,0,50,2,1,8,11,2,8,3,67,100,0,1,100,0,0,50
Midfielder,CM,Martin _degaard,3,TRUE,8.4,7,90,FALSE,1,0,,1,0,3,88,2,0.45,0.33,0.18,0.63,50,1,75,0,10,67,0,0.45,50,0,0,4,4,1,5,5,50,0,1,2,50,0,0,0
Defender,LB,Oleksandr Zinchenko,1,FALSE,7.3,6,72,FALSE,0,0,72,0,0,0,94,1,0,0,0.01,0.01,0,0,57,0,5,100,0,0,0,1,1,2,3,0,1,0,0,100,0,0,0,0,0,0
Defender,CB,Gabriel,1,FALSE,8.1,12 + 2,90,FALSE,1,0,,0,0,1,86,0,0.3,0.28,0,0.3,100,0,61,0,2,50,0,0.3,50,2,1,6,3,1,6,3,67,67,2,1,0,0,0,0
Defender,CB,William Saliba,1,FALSE,7.8,6 + 1,90,FALSE,0,0,,0,0,1,90,0,0.02,0,0,0.02,0,0,90,0,6,17,0,0.02,75,7,2,15,6,0,5,4,83,0,0,1,100,0,0,0
Defender,RB,Ben White,1,FALSE,6.8,6,80,FALSE,0,0,80,0,0,0,89,1,0,0,0.14,0.14,0,0,62,0,0,67,1,0,0,1,0,1,3,2,2,5,40,0,2,0,0,0,0,50
Keeper,GK,Aaron Ramsdale,0,FALSE,7.5,6,90,TRUE,0,0,,0,0,0,48,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Illan Meslier,0,FALSE,6.7,1,90,TRUE,0,0,,0,0,0,80,0,0,0,0,0,0,0,38,0,0,50,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Luke Ayling,1,TRUE,6,1,90,FALSE,0,0,,0,0,2,82,0,0.2,0.05,0.01,0.21,50,0,45,0,2,67,0,0.2,0,3,2,4,3,2,2,5,40,0,1,0,0,0,0,0
Defender,CB,Robin Koch,1,FALSE,6.6,1,90,FALSE,0,0,,0,0,0,82,0,0,0,0,0,0,0,58,0,3,60,0,0,100,9,4,14,5,0,2,3,25,100,0,3,0,0,0,0
Defender,CB,Maximilian W?ber,1,FALSE,7.1,1,90,FALSE,0,0,,0,0,0,63,0,0,0,0.01,0.01,0,0,52,0,6,33,1,0,100,8,5,16,2,1,3,2,50,100,0,0,0,0,0,0
